Date,Year,MW,Holiday,Temp_avg,Temp_max,Temp_min,hPa,Hum,Visibility,Wind_avg,Wind_max,Rain,Storm,Fog
2019-10-04,2019,1796.0,0,13.7,14.5,9.7,1020.7,90.0,6.0,28.2,46.5,1,1,0
2019-10-05,2019,1656.0,0,14.8,19.0,10.8,1020.2,70.0,9.2,8.7,14.8,1,0,0
2019-10-06,2019,1445.0,0,15.6,19.5,11.7,1021.8,62.0,10.0,11.9,20.6,0,0,0
2019-10-07,2019,1648.0,0,18.9,25.5,12.9,1014.7,48.0,10.0,17.8,31.7,0,0,0
2019-10-08,2019,1672.0,0,20.7,26.1,14.3,1016.9,27.0,10.0,7.2,18.3,0,0,0
2019-10-09,2019,1655.0,0,20.1,26.5,15.0,1016.0,60.0,9.5,10.2,18.3,1,1,0
2019-10-10,2019,1703.0,0,20.9,26.0,17.4,1010.7,78.0,9.8,10.2,16.5,1,1,0
2019-10-11,2019,1722.0,0,20.3,25.6,18.3,1007.2,87.0,8.9,11.9,46.5,1,1,0
2019-10-12,2019,1434.0,1,18.9,21.9,16.6,1006.8,90.0,7.7,26.3,59.4,1,1,0
2019-10-13,2019,1400.0,0,18.1,20.3,14.2,1014.4,75.0,9.8,15.6,38.9,1,0,0
2019-10-14,2019,1683.0,1,11.1,18.9,8.8,1029.0,58.0,10.0,27.4,37.0,0,0,0
2019-10-15,2019,1831.0,0,11.8,14.0,9.6,1030.1,74.0,9.3,20.7,33.5,1,0,0
2019-10-16,2019,1849.0,0,14.2,16.1,11.8,1023.6,89.0,7.2,27.4,42.4,1,0,0
2019-10-17,2019,1824.0,0,16.6,18.2,13.0,1016.5,91.0,6.8,22.8,31.7,1,0,0
2019-10-18,2019,1748.0,0,18.8,24.0,13.7,1017.6,58.0,10.0,11.3,20.6,0,0,0
2019-10-19,2019,1597.0,0,18.1,24.0,12.8,1023.3,60.0,10.0,8.3,24.1,0,0,0
2019-10-20,2019,1397.0,0,15.2,20.5,13.8,1020.9,72.0,10.0,18.0,25.9,0,0,0
2019-10-21,2019,1637.0,0,15.3,18.0,13.4,1017.5,80.0,9.0,8.1,24.1,1,0,0
2019-10-22,2019,1694.0,0,17.4,22.0,12.4,1015.9,48.0,10.0,12.8,20.6,0,0,0
2019-10-23,2019,1730.0,0,17.4,22.5,12.7,1015.3,50.0,10.0,11.9,20.6,0,0,0
2019-10-24,2019,1700.0,0,19.1,26.0,12.6,1014.9,46.0,10.0,8.1,14.8,0,0,0
2019-10-25,2019,1720.0,0,22.7,29.2,16.8,1015.4,53.0,10.0,10.0,16.5,0,0,0
2019-10-26,2019,1627.0,0,22.9,29.5,18.1,1010.6,63.0,10.0,13.3,20.6,0,0,0
2019-10-27,2019,1471.0,0,22.4,28.6,19.8,1007.5,66.0,10.0,16.9,27.8,1,1,0
2019-10-28,2019,1689.0,0,20.5,26.0,17.0,1005.1,86.0,8.7,15.2,27.8,1,1,0
2019-10-29,2019,1699.0,0,16.5,23.0,13.8,1008.6,81.0,9.5,17.4,29.4,0,0,0
2019-10-30,2019,1623.0,0,18.4,22.5,14.0,1013.0,75.0,10.0,23.2,29.4,0,0,0
2019-10-31,2019,1653.0,0,18.5,22.5,14.8,1020.1,65.0,10.0,20.7,35.2,0,0,0
2019-11-01,2019,1613.0,0,19.2,22.1,16.8,1015.6,81.0,10.0,22.2,38.9,1,1,0
2019-11-02,2019,1536.0,0,23.3,27.5,18.0,1011.0,63.0,9.7,8.9,16.5,0,1,0
2019-11-03,2019,1407.0,0,18.6,27.8,12.2,1012.3,62.0,10.0,12.2,18.3,0,0,0
2019-11-04,2019,1630.0,0,20.7,22.5,16.3,1005.9,87.0,8.5,10.7,18.3,1,1,0
2019-11-05,2019,1688.0,0,19.6,23.0,14.3,1013.2,77.0,9.8,8.9,16.5,0,0,0
2019-11-06,2019,1673.0,0,21.7,26.0,17.8,1015.8,70.0,10.0,10.6,20.6,0,0,0
2019-11-07,2019,1686.0,0,22.2,30.0,18.2,1012.7,57.0,10.0,18.0,40.7,0,0,0
2019-11-08,2019,1673.0,0,18.8,31.0,15.2,1014.8,64.0,10.0,26.3,42.4,0,0,0
2019-11-09,2019,1582.0,0,20.3,23.0,13.8,1016.3,77.0,10.0,24.4,38.9,1,0,0
2019-11-10,2019,1473.0,0,19.9,23.4,17.5,1020.4,72.0,10.0,24.4,33.5,0,0,0
2019-11-11,2019,1658.0,0,20.3,23.1,17.8,1020.6,73.0,10.0,24.3,35.2,1,0,0
2019-11-12,2019,1680.0,0,21.5,25.0,18.8,1014.6,75.0,10.0,21.1,31.7,0,0,0
2019-11-13,2019,1716.0,0,24.0,27.0,19.3,1008.6,82.0,10.0,8.1,22.2,0,0,0
2019-11-14,2019,1731.0,0,25.1,30.0,20.3,1010.1,49.0,10.0,8.9,20.6,0,0,0
2019-11-15,2019,1770.0,0,23.2,30.2,19.8,1013.4,61.0,10.0,12.4,16.5,0,0,0
2019-11-16,2019,1631.0,0,22.0,26.0,18.2,1010.5,69.0,9.5,17.2,25.9,1,0,0
2019-11-17,2019,1515.0,0,23.7,29.0,18.4,1010.5,71.0,10.0,9.3,18.3,0,0,0
2019-11-18,2019,1510.0,1,25.5,30.1,21.8,1013.0,69.0,9.5,8.7,24.1,1,1,0
2019-11-19,2019,1739.0,0,24.4,30.1,20.4,1015.5,76.0,10.0,13.3,24.1,0,1,0
2019-11-20,2019,1872.0,0,26.9,32.0,23.6,1012.7,64.0,10.0,13.7,22.2,0,0,0
2019-11-21,2019,1833.0,0,25.4,32.0,21.6,1011.9,78.0,10.0,22.0,35.2,0,0,0
2019-11-22,2019,1750.0,0,22.1,28.6,19.0,1014.6,67.0,9.3,21.7,37.0,1,1,0
2019-11-23,2019,1537.0,0,18.2,23.1,14.0,1021.7,60.0,10.0,25.7,40.7,0,0,0
2019-11-24,2019,1394.0,0,20.5,25.0,16.8,1017.8,63.0,10.0,29.3,40.7,0,0,0
2019-11-25,2019,1578.0,0,19.5,24.4,17.0,1010.8,71.0,9.5,22.0,38.9,1,0,0
2019-11-26,2019,1641.0,0,21.5,25.0,17.4,1009.2,68.0,9.7,8.7,14.8,1,0,0
2019-11-27,2019,1629.0,0,23.0,28.2,17.0,1013.2,33.0,10.0,8.7,18.3,0,0,0
2019-11-28,2019,1697.0,0,23.6,28.4,17.0,1012.9,48.0,10.0,8.9,18.3,0,0,0
2019-11-29,2019,1704.0,0,23.8,29.2,18.0,1007.1,60.0,10.0,17.0,25.9,1,1,0
2019-11-30,2019,1563.0,0,24.2,29.5,18.3,1009.2,36.0,10.0,8.7,18.3,0,0,0
2019-12-01,2019,1377.0,0,20.8,28.1,14.6,1018.8,28.0,10.0,13.3,25.9,0,0,0
2019-12-02,2019,1605.0,0,20.3,25.1,15.8,1019.1,45.0,10.0,9.8,14.8,0,0,0
2019-12-03,2019,1637.0,0,20.8,25.0,17.7,1011.4,54.0,9.8,16.7,37.0,1,0,0
2019-12-04,2019,1624.0,0,20.8,24.3,17.4,1010.7,64.0,10.0,7.0,14.8,0,0,0
2019-12-05,2019,1610.0,0,18.4,25.0,12.2,1013.5,48.0,10.0,9.6,14.8,0,0,0
2019-12-06,2019,1649.0,0,22.9,27.0,15.3,1010.1,45.0,10.0,12.2,22.2,0,0,0
2019-12-07,2019,1540.0,0,20.8,26.9,15.3,1015.1,47.0,10.0,11.9,27.8,0,0,0
2019-12-08,2019,1392.0,1,24.2,29.0,18.8,1011.1,50.0,10.0,15.9,25.9,0,1,0
2019-12-09,2019,1715.0,0,25.8,31.3,21.0,1010.6,59.0,9.7,13.9,27.8,1,1,0
2019-12-10,2019,1922.0,0,29.6,36.7,22.3,1008.5,42.0,10.0,15.9,22.2,0,0,0
2019-12-11,2019,1893.0,0,28.7,37.5,25.5,1005.5,50.0,9.7,10.7,24.1,0,0,0
2019-12-12,2019,1673.0,0,23.3,34.3,21.0,1007.5,42.0,9.7,16.3,31.7,1,1,0
2019-12-13,2019,1657.0,0,19.3,26.6,12.6,1016.0,38.0,10.0,13.9,22.2,0,0,0
2019-12-14,2019,1605.0,0,23.5,28.0,19.3,1013.1,54.0,10.0,13.7,18.3,0,0,0
2019-12-15,2019,1447.0,0,21.3,27.5,18.7,1008.0,77.0,8.9,10.9,18.3,1,0,0
2019-12-16,2019,1653.0,0,21.4,26.0,15.8,1009.7,68.0,10.0,8.9,16.5,0,0,0
2019-12-17,2019,1728.0,0,22.8,26.5,18.7,1013.0,66.0,10.0,15.0,33.5,0,0,0
2019-12-18,2019,1869.0,0,25.3,30.1,21.3,1013.1,62.0,10.0,19.8,31.7,0,0,0
2019-12-19,2019,1916.0,0,26.4,31.0,22.8,1011.4,55.0,10.0,16.1,27.8,0,0,0
2019-12-20,2019,1683.0,0,23.1,31.2,18.7,1008.8,75.0,9.3,15.6,27.8,1,0,0
2019-12-21,2019,1486.0,0,18.6,26.5,13.3,1010.5,62.0,10.0,14.4,18.3,0,0,0
2019-12-22,2019,1367.0,0,18.9,26.5,11.3,1015.7,45.0,10.0,12.8,22.2,0,0,0
2019-12-23,2019,1618.0,0,23.2,28.0,15.2,1013.5,47.0,10.0,12.4,20.6,0,0,0
2019-12-24,2019,1584.0,1,25.2,31.0,19.3,1006.7,54.0,10.0,19.3,25.9,0,0,0
2019-12-25,2019,1179.0,1,22.1,31.0,15.6,1012.5,52.0,9.5,17.4,33.5,1,1,0
2019-12-26,2019,1497.0,0,20.8,25.0,14.5,1015.6,75.0,10.0,22.4,37.0,1,1,0
2019-12-27,2019,1774.0,0,24.7,30.0,20.3,1012.7,85.0,9.3,14.6,31.7,1,1,0
2019-12-28,2019,1710.0,0,25.9,30.5,20.8,1010.5,81.0,10.0,11.3,27.8,1,1,0
2019-12-29,2019,1591.0,0,26.6,31.0,23.3,1012.1,75.0,9.8,10.9,24.1,0,1,0
2019-12-30,2019,1675.0,0,24.8,30.5,22.0,1010.7,82.0,8.2,17.0,38.9,1,1,0
2019-12-31,2019,1541.0,1,24.6,28.0,21.8,1007.2,82.0,9.3,12.8,31.7,1,0,0
2020-01-01,2020,1256.0,1,22.8,27.9,19.5,1012.8,76.0,10.8,18.3,31.7,0,0,0
2020-01-02,2020,1576.0,0,22.1,25.8,18.8,1017.6,74.0,9.3,21.1,33.5,1,0,0
2020-01-03,2020,1730.0,0,23.1,26.0,19.7,1020.1,74.0,10.0,23.7,35.2,0,0,0
2020-01-04,2020,1700.0,0,24.2,27.0,21.3,1015.1,63.0,10.0,16.9,27.8,0,0,0
2020-01-05,2020,1521.0,0,25.2,28.0,22.0,1006.0,61.0,10.0,12.0,24.1,0,0,0
2020-01-06,2020,1587.0,0,23.6,28.6,18.8,1003.2,50.0,10.0,16.7,29.4,1,0,0
2020-01-07,2020,1657.0,0,23.8,30.0,17.8,1008.4,41.0,10.0,12.6,24.1,0,0,0
2020-01-08,2020,1820.0,0,25.3,30.5,20.3,1007.3,51.0,10.0,16.1,20.6,0,0,0
2020-01-09,2020,1801.0,0,26.3,30.4,22.8,1006.8,61.0,10.0,15.7,29.4,0,0,0
2020-01-10,2020,1825.0,0,24.9,29.5,22.0,1010.1,71.0,10.0,17.0,24.1,0,0,0
2020-01-11,2020,1725.0,0,25.1,29.0,18.6,1011.5,64.0,10.0,9.3,14.8,0,0,0
2020-01-12,2020,1566.0,0,25.6,29.6,21.3,1015.0,61.0,10.0,20.0,42.4,1,0,0
2020-01-13,2020,1719.0,0,23.8,27.9,20.3,1016.5,55.0,10.0,29.3,42.4,0,0,0
2020-01-14,2020,1823.0,0,24.6,28.1,21.0,1008.7,77.0,9.5,16.1,29.4,1,1,0
2020-01-15,2020,1756.0,0,25.2,28.3,20.6,1004.6,79.0,8.9,7.4,27.8,1,1,0
2020-01-16,2020,1657.0,0,20.4,27.8,15.0,1017.6,37.0,10.0,14.8,27.8,0,0,0
2020-01-17,2020,1694.0,0,21.6,26.0,18.0,1021.3,55.0,10.0,12.6,24.1,0,0,0
2020-01-18,2020,1688.0,0,24.2,28.1,20.8,1017.3,55.0,10.0,14.6,24.1,1,0,0
2020-01-19,2020,1713.0,0,26.3,31.0,22.8,1012.9,68.0,10.0,11.7,18.3,0,0,0
2020-01-20,2020,2063.0,0,27.4,31.0,24.7,1009.9,76.0,10.0,11.9,20.6,0,0,0
2020-01-21,2020,1906.0,0,25.9,30.5,19.7,1009.6,79.0,9.7,10.7,25.9,1,1,0
2020-01-22,2020,1955.0,0,25.4,28.1,21.8,1013.2,80.0,10.0,20.7,29.4,0,0,0
2020-01-23,2020,2012.0,0,25.6,28.7,22.2,1015.1,73.0,10.0,16.5,31.7,0,0,0
2020-01-24,2020,2019.0,0,26.9,31.0,22.2,1011.8,67.0,10.0,17.8,27.8,0,0,0
2020-01-25,2020,1909.0,0,28.9,35.2,23.3,1006.7,58.0,9.8,12.4,27.8,1,1,0
2020-01-26,2020,1657.0,0,28.2,35.5,24.0,1006.9,49.0,10.0,11.5,25.9,0,0,0
2020-01-27,2020,1648.0,0,21.4,33.4,15.7,1014.9,53.0,9.7,19.4,25.9,0,0,0
2020-01-28,2020,1720.0,0,22.2,28.0,17.6,1012.8,59.0,10.0,16.9,22.2,0,0,0
2020-01-29,2020,1676.0,0,24.6,28.3,19.7,1008.6,64.0,9.5,12.6,24.1,1,0,0
2020-01-30,2020,1628.0,0,19.5,27.0,15.0,1014.5,50.0,10.0,16.5,29.4,0,0,0
2020-01-31,2020,1713.0,0,21.8,26.0,16.6,1014.7,51.0,10.0,11.9,16.5,0,0,0
2020-02-01,2020,1723.0,0,24.4,28.1,18.2,1013.0,59.0,10.0,11.7,18.3,0,0,0
2020-02-02,2020,1662.0,0,27.0,31.5,21.1,1012.8,64.0,10.0,9.1,13.0,0,0,0
2020-02-03,2020,2048.0,0,27.9,32.0,24.8,1014.1,69.0,10.0,15.7,29.4,0,0,0
2020-02-04,2020,2016.0,0,27.7,32.2,22.8,1011.5,70.0,10.0,19.4,31.7,0,0,0
2020-02-05,2020,1886.0,0,28.0,32.5,25.3,1009.8,73.0,9.3,17.4,31.7,1,0,0
2020-02-06,2020,1950.0,0,28.5,33.5,22.4,1010.3,74.0,9.7,14.8,33.5,1,1,0
2020-02-07,2020,1874.0,0,27.6,34.0,23.0,1012.7,80.0,9.2,15.0,40.7,1,1,0
2020-02-08,2020,1657.0,0,23.8,30.0,20.4,1015.2,76.0,9.2,17.2,31.3,1,0,0
2020-02-09,2020,1419.0,0,20.5,26.0,16.3,1019.7,59.0,10.0,17.2,31.7,0,0,0
2020-02-10,2020,1616.0,0,19.7,25.1,14.8,1022.2,61.0,10.0,14.1,24.1,0,0,0
2020-02-11,2020,1725.0,0,22.2,25.0,19.1,1021.4,64.0,10.0,19.4,25.9,0,0,0
2020-02-12,2020,1832.0,0,23.2,26.1,20.6,1017.4,69.0,10.0,23.2,37.0,0,0,0
2020-02-13,2020,1854.0,0,24.9,28.6,20.6,1012.1,71.0,10.0,19.3,37.0,0,0,0
2020-02-14,2020,1835.0,0,25.8,30.0,19.8,1008.9,61.0,10.0,9.6,24.1,0,0,0
2020-02-15,2020,1785.0,0,25.8,30.5,20.9,1008.9,61.0,10.0,7.4,14.8,0,0,0
2020-02-16,2020,1742.0,0,27.7,31.1,22.8,1006.6,75.0,10.0,9.8,16.5,0,0,0
2020-02-17,2020,1816.0,0,25.7,31.8,20.7,1004.4,76.0,9.0,16.1,37.0,1,1,0
2020-02-18,2020,1682.0,0,22.3,28.7,17.8,1008.0,67.0,9.8,13.0,20.6,1,0,0
2020-02-19,2020,1707.0,0,23.8,29.1,17.8,1010.7,56.0,9.7,9.4,24.1,0,0,0
2020-02-20,2020,1649.0,0,20.6,29.1,15.6,1016.4,42.0,10.0,14.8,31.7,0,0,0
2020-02-21,2020,1654.0,0,18.3,23.6,13.5,1022.6,48.0,10.0,12.2,20.6,0,0,0
2020-02-22,2020,1543.0,0,16.8,23.0,12.3,1024.7,58.0,10.0,13.3,20.6,0,0,0
2020-02-23,2020,1451.0,0,20.4,25.0,14.5,1019.0,70.0,10.0,11.7,16.5,0,0,0
2020-02-24,2020,1450.0,1,23.7,28.0,19.3,1009.6,62.0,10.0,17.6,24.1,0,0,0
2020-02-25,2020,1412.0,1,22.6,27.8,19.0,1009.4,49.0,10.0,9.8,14.8,0,0,0
2020-02-26,2020,1581.0,0,20.9,24.5,17.8,1014.0,66.0,10.0,13.1,22.2,0,0,0
2020-02-27,2020,1705.0,0,22.7,27.0,17.9,1014.5,58.0,10.0,12.6,18.3,0,0,0
2020-02-28,2020,1754.0,0,24.9,28.2,19.2,1014.7,65.0,10.0,10.2,33.5,0,0,0
2020-02-29,2020,1724.0,0,24.0,29.0,21.2,1018.7,76.0,10.0,14.4,25.9,0,0,0
2020-03-01,2020,1659.0,0,26.7,30.2,22.3,1019.1,69.0,10.0,8.9,14.8,0,0,0
2020-03-02,2020,1981.0,0,26.8,31.5,23.8,1019.3,65.0,10.0,13.1,22.2,0,0,0
2020-03-03,2020,2015.0,0,25.8,30.6,22.8,1017.0,68.0,10.0,15.4,24.1,0,0,0
2020-03-04,2020,2015.0,0,25.6,30.0,23.0,1016.6,68.0,10.0,13.5,25.9,0,0,0
2020-03-05,2020,1973.0,0,24.7,29.6,21.8,1018.3,70.0,10.0,17.2,33.5,0,0,0
2020-03-06,2020,1944.0,0,24.5,27.6,22.3,1016.6,71.0,10.0,14.8,25.9,0,0,0
2020-03-07,2020,1825.0,0,25.1,30.0,21.8,1011.3,72.0,10.0,14.3,24.1,0,0,0
2020-03-08,2020,1650.0,0,26.3,31.0,22.0,1009.7,65.0,10.0,10.7,16.5,1,0,0
2020-03-09,2020,1732.0,0,24.3,31.0,21.0,1015.1,69.0,9.7,19.1,35.2,1,1,0
2020-03-10,2020,1711.0,0,22.0,25.2,20.0,1018.6,73.0,9.7,28.3,37.0,1,0,0
2020-03-11,2020,1689.0,0,21.4,25.0,20.0,1014.0,88.0,7.4,23.2,35.2,1,1,0
2020-03-12,2020,1765.0,0,22.7,26.0,19.4,1012.0,83.0,9.2,8.5,31.7,0,0,1
2020-03-13,2020,1917.0,0,24.6,27.2,22.1,1013.0,80.0,10.0,15.6,22.2,0,0,0
2020-03-14,2020,1656.0,0,23.6,28.0,19.7,1011.8,87.0,8.4,12.2,35.2,1,1,0
2020-03-15,2020,1440.0,0,20.1,23.5,16.8,1018.5,74.0,9.8,11.1,16.5,1,0,0
2020-03-16,2020,1644.0,0,20.2,22.6,17.3,1017.8,68.0,10.0,15.9,20.6,0,0,0
2020-03-17,2020,1702.0,0,20.7,27.0,17.0,1014.6,83.0,9.7,15.7,24.1,1,0,0
2020-03-18,2020,1703.0,0,20.4,23.2,17.4,1011.9,88.0,8.2,13.0,31.7,1,0,0
2020-03-19,2020,1619.0,0,20.7,25.0,16.3,1011.5,73.0,10.0,9.4,20.6,0,0,0
2020-03-20,2020,1382.0,0,21.9,27.0,16.4,1012.5,68.0,10.0,7.6,16.5,0,0,0
2020-03-21,2020,1316.0,0,22.9,27.0,18.0,1012.2,67.0,10.0,8.0,16.5,0,0,0
2020-03-22,2020,1229.0,0,23.2,27.2,17.9,1016.2,69.0,10.0,7.6,18.3,0,0,0
2020-03-23,2020,1275.0,1,24.4,28.0,18.1,1017.7,64.0,10.0,15.2,22.2,0,0,0
2020-03-24,2020,1338.0,1,24.6,28.4,21.8,1014.5,71.0,10.0,13.1,20.6,0,0,0
2020-03-25,2020,1354.0,0,24.1,28.0,21.4,1014.2,77.0,9.8,12.0,18.3,1,0,0
2020-03-26,2020,1369.0,0,22.8,25.5,21.0,1016.6,81.0,9.8,18.7,27.8,0,0,0
2020-03-27,2020,1419.0,0,24.0,26.5,21.8,1014.0,78.0,10.0,15.2,24.1,0,0,0
2020-03-28,2020,1371.0,0,23.9,27.0,21.9,1012.5,83.0,10.0,9.6,14.8,0,0,0
2020-03-29,2020,1292.0,0,24.5,30.0,20.7,1014.4,77.0,10.0,9.8,18.3,0,0,0
2020-03-30,2020,1363.0,0,23.9,29.8,22.4,1017.0,84.0,9.5,15.2,27.8,0,0,0
2020-03-31,2020,1302.0,1,22.2,26.1,19.3,1017.8,82.0,8.9,29.3,46.5,1,0,0
2020-04-01,2020,1383.0,0,21.8,24.0,19.3,1014.0,84.0,9.5,16.3,35.2,1,0,0
2020-04-02,2020,1369.0,0,18.7,23.8,14.0,1017.6,65.0,9.7,14.4,18.3,1,0,0
2020-04-03,2020,1342.0,0,17.0,22.0,12.3,1018.8,66.0,10.0,10.6,18.3,0,0,0
2020-04-04,2020,1283.0,0,19.8,24.0,14.3,1012.8,68.0,10.0,15.4,20.6,0,0,0
2020-04-05,2020,1189.0,0,20.1,24.0,16.8,1010.9,75.0,10.0,7.8,14.8,0,0,0
2020-04-06,2020,1337.0,0,18.8,22.8,14.8,1016.8,56.0,10.0,11.9,18.3,1,1,0
2020-04-07,2020,1409.0,0,14.6,19.3,10.6,1025.2,55.0,10.0,9.1,14.8,0,0,0
2020-04-08,2020,1427.0,0,14.3,19.0,11.0,1025.9,62.0,10.0,9.3,20.6,0,0,0
2020-04-09,2020,1427.0,1,15.8,20.0,11.8,1024.6,69.0,10.0,11.7,22.2,0,0,0
2020-04-10,2020,1314.0,1,17.2,20.0,13.5,1022.6,75.0,9.8,12.8,25.9,0,0,0
2020-04-11,2020,1281.0,0,18.8,22.2,16.3,1019.5,78.0,10.0,15.6,25.9,0,0,0
2020-04-12,2020,1213.0,0,19.3,22.7,16.3,1017.6,79.0,10.0,11.9,20.6,0,0,0
2020-04-13,2020,1392.0,0,18.6,23.0,14.0,1012.9,76.0,9.0,11.7,25.9,1,0,0
2020-04-14,2020,1455.0,0,14.7,20.0,10.8,1013.2,65.0,9.7,12.6,16.5,1,0,0
2020-04-15,2020,1465.0,0,15.4,20.5,10.6,1016.9,59.0,10.0,10.2,14.8,0,0,0
2020-04-16,2020,1464.0,0,15.0,20.8,10.6,1023.4,66.0,10.0,5.6,11.1,0,0,0
2020-04-17,2020,1479.0,0,16.6,20.0,13.3,1026.0,83.0,10.0,7.8,14.8,0,0,0
2020-04-18,2020,1388.0,0,19.1,23.2,15.8,1023.4,79.0,10.0,11.3,20.6,0,0,0
2020-04-19,2020,1249.0,0,20.1,24.0,17.0,1019.2,75.0,10.0,12.8,22.2,0,0,0
2020-04-20,2020,1430.0,0,19.8,25.0,16.7,1016.3,82.0,10.0,4.4,13.0,0,0,0
2020-04-21,2020,1514.0,0,18.3,24.8,15.7,1018.7,79.0,10.8,17.6,31.7,0,0,0
2020-04-22,2020,1535.0,0,17.1,21.5,15.3,1019.4,79.0,10.0,18.5,24.1,0,0,0
2020-04-23,2020,1523.0,0,18.9,21.0,16.3,1015.3,89.0,10.0,17.0,22.2,0,0,0
2020-04-24,2020,1468.0,0,20.7,22.0,17.4,1009.2,80.0,9.8,14.8,24.1,1,1,0
2020-04-25,2020,1370.0,0,19.6,23.5,17.0,1013.7,83.0,9.3,19.3,29.4,1,1,0
2020-04-26,2020,1258.0,0,18.1,20.0,16.3,1024.8,84.0,10.0,29.4,44.6,0,0,0
2020-04-27,2020,1449.0,0,18.2,22.0,16.3,1022.5,88.0,9.7,20.6,35.2,1,1,0
2020-04-28,2020,1438.0,0,19.2,21.0,16.7,1011.9,93.0,6.9,18.5,40.7,1,1,0
2020-04-29,2020,1486.0,0,17.3,22.5,12.8,1016.3,64.0,10.0,12.2,18.3,0,0,0
2020-04-30,2020,1478.0,0,16.7,22.4,12.3,1019.5,68.0,10.0,5.6,9.4,0,0,0
2020-05-01,2020,1272.0,1,17.2,22.0,13.8,1021.2,71.0,9.7,7.4,18.3,0,0,0
2020-05-02,2020,1352.0,0,15.1,21.8,11.3,1023.8,79.0,10.0,10.4,75.9,0,0,0
2020-05-03,2020,1306.0,0,16.8,20.0,12.0,1019.8,77.0,9.8,16.1,27.8,1,1,0
2020-05-04,2020,1485.0,0,16.8,19.6,14.8,1013.4,85.0,9.2,8.0,18.3,1,1,0
2020-05-05,2020,1611.0,0,14.9,18.8,12.6,1011.6,76.0,10.0,16.7,25.9,0,0,0
2020-05-06,2020,1643.0,0,12.3,16.8,9.0,1023.9,71.0,10.0,8.9,11.1,0,0,0
2020-05-07,2020,1645.0,0,14.3,19.0,9.8,1025.0,63.0,11.3,6.7,14.8,0,0,0
2020-05-08,2020,1633.0,0,13.8,19.0,9.8,1021.3,68.0,10.0,12.4,20.6,0,0,0
2020-05-09,2020,1519.0,0,15.6,20.2,10.8,1014.6,72.0,10.0,17.2,25.9,0,0,0
2020-05-10,2020,1342.0,0,18.0,23.5,11.8,1008.4,71.0,10.0,11.7,20.6,0,0,0
2020-05-11,2020,1523.0,0,18.9,23.6,14.0,1013.4,48.0,10.0,8.5,14.8,0,0,0
2020-05-12,2020,1593.0,0,13.6,20.3,9.8,1017.9,72.0,9.7,5.6,13.0,0,0,0
2020-05-13,2020,1643.0,0,14.9,20.2,10.8,1018.8,65.0,9.8,5.7,14.8,0,0,0
2020-05-14,2020,1658.0,0,11.6,20.5,7.9,1023.6,65.0,10.0,8.7,16.5,0,0,0
2020-05-15,2020,1606.0,0,14.7,21.2,9.8,1016.9,59.0,10.0,17.8,29.4,0,0,0
2020-05-16,2020,1427.0,0,19.4,27.0,11.8,1011.8,54.0,10.0,14.3,22.2,0,0,0
2020-05-17,2020,1280.0,0,19.5,27.3,14.3,1013.8,63.0,9.5,11.5,22.2,0,0,0
2020-05-18,2020,1529.0,0,16.5,24.8,14.1,1018.8,80.0,10.0,14.1,25.9,0,0,0
2020-05-19,2020,1565.0,0,17.9,22.2,15.0,1014.9,79.0,10.0,8.5,13.0,0,0,0
2020-05-20,2020,1569.0,0,18.4,22.5,15.3,1011.4,84.0,10.0,5.7,13.0,1,1,0
2020-05-21,2020,1636.0,0,15.8,22.0,12.8,1012.1,88.0,8.2,13.7,20.6,1,1,0
2020-05-22,2020,1642.0,0,13.4,16.0,11.0,1021.0,81.0,9.7,18.5,24.1,1,0,0
2020-05-23,2020,1523.0,0,12.7,17.0,8.6,1023.4,69.0,10.0,12.2,22.2,0,0,0
2020-05-24,2020,1389.0,0,12.7,17.2,8.8,1015.9,62.0,9.8,14.1,25.9,0,0,0
2020-05-25,2020,1424.0,1,14.9,17.0,9.8,1011.3,60.0,10.0,18.0,25.9,0,0,0
2020-05-26,2020,1616.0,0,13.4,17.2,10.3,1018.2,78.0,10.0,7.8,14.8,0,0,0
2020-05-27,2020,1645.0,0,13.8,18.0,10.0,1016.2,85.0,10.0,8.9,14.8,0,0,0
2020-05-28,2020,1629.0,0,14.7,18.0,10.3,1015.9,83.0,9.8,9.8,16.5,0,0,0
2020-05-29,2020,1627.0,0,14.7,18.0,11.7,1015.0,87.0,8.0,6.7,14.8,0,0,1
2020-05-30,2020,1522.0,0,13.5,18.1,11.0,1013.9,89.0,7.4,9.4,16.5,0,0,1
2020-05-31,2020,1425.0,0,10.1,15.4,7.0,1018.2,66.0,10.0,15.9,24.1,0,0,0
2020-06-01,2020,1671.0,0,10.5,14.0,6.8,1022.7,68.0,10.0,7.4,13.0,0,0,0
2020-06-02,2020,1746.0,0,9.6,14.0,6.0,1021.7,79.0,9.5,7.6,14.8,0,0,0
2020-06-03,2020,1738.0,0,11.3,14.5,7.5,1023.1,74.0,10.0,7.2,11.1,0,0,0
2020-06-04,2020,1735.0,0,11.3,14.5,8.8,1026.1,90.0,8.5,11.1,18.3,0,0,1
2020-06-05,2020,1739.0,0,12.8,16.0,10.0,1020.7,91.0,6.6,16.3,29.4,1,0,1
2020-06-06,2020,1563.0,0,15.6,17.0,11.8,1014.8,90.0,8.5,25.2,33.5,1,0,0
2020-06-07,2020,1389.0,0,15.1,17.0,13.6,1015.7,94.0,8.0,5.9,16.5,1,0,0
